Tweet,Class
تاجر کی خودغرضی نے موسم سرما میں پورے منصوبے کو ناکامی سے دوچار کر دیا,N
حنزہ میں خودکش دھماکے کی خبر سن کر حالیہ دنوں میں پورا شہر خوف اور غم میں ڈوب گیا,N
لاہور میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
ڈرائیور کی سچائی اور دیانتداری عید کے موقع پر آج بھی معاشرے کے لیے مثال ہے,P
بارش کے بعد لسبیلہ کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
مقامی کھلاڑی نے قومی سطح پر گولڈ میڈل جیت کر تمام شہر کو خوشی سے سرشار کر دیا,P
یونیورسٹی کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
پیر کے روز کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
طویل انتظار کے بعد اس ہفتے بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
محلے دار نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
سکھر کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
محبت اور خلوص سے بھرا یہ رشتہ بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
ادیب نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
پولیس محکمہ نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
مزدور پر لگے کرپشن کے الزامات حالیہ دنوں میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
مقامی فنکار کی پینٹنگ نے بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
راولپنڈی کے بازاروں میں گزشتہ ماہ غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
سوات میں صبح سویرے نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
وکیل کے جھوٹے وعدوں نے عید کے موقع پر عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
واپڈا کے تعاون سے سالانہ تقریب میں بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
معیاری تعلیم کے فقدان نے رمضان میں دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
این جی او کی ناقص کارکردگی کے باعث شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
ڈرائیور کے دھوکے نے برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
کوئٹہ میں نئے ہسپتال کے قیام سے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
لاہور کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
اوکاڑہ کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
ریلوے نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
ڈرائیور کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ حالیہ دنوں میں قابل تقلید ہے,P
گلگت میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
انصاف کے حصول میں گزشتہ ماہ برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
کھیل کے میدان میں شکست کے بعد بھی ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
نوجوان نسل نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
پارلیمنٹ نے انتخابات کے قریب کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
این جی او کی ناقص کارکردگی کے باعث شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
فیصل آباد کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
طلاق کی شرح میں اضافے نے خاندانی نظام کو شدید نقصان پہنچایا ہے,N
پیٹرول اور بجلی کی قیمتوں میں مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
صبح سویرے نوشہرہ کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
میچ میں ناقص فیصلوں کی وجہ سے گزشتہ ماہ ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
سیاستدانوں کی باہمی چپقلش نے عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
تعلیمی بورڈ کی ناقص کارکردگی کے باعث رمضان میں شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
صحافی نے بحران کے باوجود موسم سرما میں ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
بے روزگاری کے ہاتھوں تنگ رات گئے نوجوان ملک چھوڑنے پر مجبور ہو گئے ہیں,N
راولپنڈی میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
سماجی کارکن پر لگے کرپشن کے الزامات حالیہ دنوں میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
بچے کی پہلی کامیابی دیکھ کر صبح سویرے ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
پشاور میں پانی کی قلت نے سالانہ تقریب میں شہریوں کا جینا محال کر دیا ہے,N
بچے کی پہلی کامیابی دیکھ کر ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
محبت اور خلوص سے بھرا یہ رشتہ بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
سوات کی گلیوں میں کوڑے کے ڈھیر موسم سرما میں بیماریاں پھیلانے کا باعث بن رہے ہیں,N
یونیورسٹی کی نااہلی کے باعث گوجرانوالہ میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
بے روزگاری کے ہاتھوں تنگ گزشتہ ماہ نوجوان ملک چھوڑنے پر مجبور ہو گئے ہیں,N
میونسپل کمیٹی کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
جھوٹی خبروں کے سیلاب نے سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
سیالکوٹ میں خودکش دھماکے کی خبر سن کر رات گئے پورا شہر خوف اور غم میں ڈوب گیا,N
ڈرائیور کو بجٹ کے بعد بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
پولیس محکمہ نے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
سکھر میں خودکش دھماکے کی خبر سن کر انتخابات کے قریب پورا شہر خوف اور غم میں ڈوب گیا,N
برسوں بعد بچھڑے دوستوں کا سالانہ تقریب میں اچانک ملنا زندگی کا حسین اتفاق تھا,P
ژوب کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
بچے کی پہلی کامیابی دیکھ کر ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
جعلی ادویات کے کاروبار نے حالیہ دنوں میں سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
واپڈا نے پیر کے روز کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
پشاور میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
گلگت میں پانی کی قلت نے سالانہ تقریب میں شہریوں کا جینا محال کر دیا ہے,N
سائنسدان کی بدسلوکی نے انتخابات کے قریب پورے محلے کا امن و سکون برباد کر دیا,N
محکمہ زراعت کے افسران کی من مانیوں نے حالیہ دنوں میں عام شہری کو ذلیل و خوار کر دیا,N
نرس کے دھوکے نے انتخابات کے قریب برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
وکیل کی خودغرضی نے بجٹ کے بعد پورے منصوبے کو ناکامی سے دوچار کر دیا,N
سرکاری ہسپتالوں میں ادویات کی کمی کے باعث مریض علاج سے محروم رہ گئے,N
سیلاب کی تباہ کاریوں نے امسال ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
شدید گرمی اور لوڈشیڈنگ نے سکھر کے باسیوں کی زندگی اجیرن کر دی ہے,N
مزدور کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ قابل تقلید ہے,P
مزدور کو صبح سویرے بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
ڈرائیور پر لگے کرپشن کے الزامات رات گئے ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
وزیر اعلیٰ کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ اس ہفتے قابل تقلید ہے,P
سوات میں اس ہفتے نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
ملتان کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
امسال کے دوران حیدرآباد میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
بہاولپور کی گلیوں میں کوڑے کے ڈھیر بیماریاں پھیلانے کا باعث بن رہے ہیں,N
شور شرابے اور آلودگی نے مری کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
غیر ذمہ دارانہ ڈرائیونگ کے باعث سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
