Comment,Label
beta pata chala bap kon tera,Negative
magic,Normal
song such classic emotional,Positive
coming big boss thts y,Normal
vishal ' better sovereign our own respective countries,Normal
tera baap baar pela,Negative
like environment issues,Positive
great move shradha very true voice course will win no doubt,Positive
nice sounds good song,Positive
like comment,Positive
kamaal,Positive
abi video ha maheni purani ha,Normal
back roots bro,Positive
love coke,Positive
undoubtedly,Positive
pata nahi kaun level ganja phookate hain pakistani jagah missile dag gayi airbase tabah gaye dron brmhos inaki gaad faad di team inki bar le li fir inka confidence kam nahi hota logo serious lena chutiyapantinhai,Negative
lotts inspiration mam,Positive
lol ain t even indian,Negative
meri taraf ungli kyun krre hn,Normal
microsoft wali dii apni kaksha wali diii,Positive
god what just listen,Positive
forget john keats,Normal
kaisa laga perkay maja aaya,Negative
like won war nsource social media meme page,Negative
your thoughts unbreakable keep,Positive
hehehe,Positive
pakistani tum nahi dialouge yaad aa gya,Negative
love watching juli explaining about indian villages when their audience indian loved video,Positive
amount times they said inshallah but no use,Negative
lady amazing,Positive
es sab unsubscribe karo,Negative
ali hamzas voice,Positive
hua pakistani rona,Negative
song finally receiving its due,Positive
yaar noon milge aj lash yaar di,Normal
came after rahul gandhi reel instagram...,Normal
love respect brothers,Positive
benchod charger chori hogaya uska,Negative
us din wait kr rha jis din apni t shirts badlenge,Positive
yes,Normal
drummer,Normal
awesome guitar noori awesome,Positive
prakharchauhan t x nowhere bhagvad geeta such superstition about gobar written what happening these days pure madness,Positive
charger chori kar gaya pakistani,Negative
maddy raguvashi,Positive
complete video reminds hometown southern part really amazing,Positive
tum log bacche baap bhul gaya baap tum log dhul chata diya dekho sale trophy chor,Negative
q kab karoge bhai,Normal
good flog,Positive
mussa kaleem,Positive
thanks explanation,Positive
mohsin liaqat,Normal
beautiful,Positive
ur big fan courses very good,Positive
match v hamara jang v hamara jitenge v hum paida tum logo karunga,Negative
exceptional things,Normal
iamalsooct,Normal
salo tum q nahi mante tumhara bap hamesha rahega,Negative
here his simple t shirt changed,Positive
itx jxt love,Normal
new abu peldiya,Negative
vamp gobarbakht aa gye tum,Normal
marlin courts,Normal
brown chashma,Positive
delhi vlog bnade,Normal
aman vaiya tusi great love heart,Positive
punjab kashmir culture best very super chudithar looking nice everyone should eear salwar kameez chudithar insread saris,Positive
gonna participate bigg boss ott,Normal
sheikh zayed,Positive
trending brooooo,Positive
pls read glorious quran will come know true super power allah,Positive
very beautiful khup sunder,Positive
pehle tum hug aayo kar rahe,Negative
q apni besti karwate pwerkiyon,Negative
really inspiring nall best,Positive
attitude v khatam gaya,Negative
love,Positive
purple moorhen bird name,Normal
beta baap hota,Negative
lockdown,Normal
' amazing everything about song fabulous,Positive
good nexcellent nto see nbecause nyou means nyour naptitude towards ntelling truth against any politician ni like your nthe gives ngreat courage brilliant indian nratee ntake care,Positive
bhaisahab trending,Positive
mix engineer,Normal
paijaan trophy aai bhale chori bas recording hatne phir jang tarah jeete ga,Negative
listening years,Normal
any one at august,Normal
deep voice,Positive
her story motivate something new,Positive
also studied jmv passed out nice see,Positive
aa gaya swad beta bhikari,Negative
inspirational di,Positive
respect,Positive
believes home where your heart,Normal
yar tm deen aage je rahi,Positive
love song much very soothing listen great job cs one favorites,Positive
bhai kasham etne jahil log kisi desh nahi akhir kar kaise lete sb roz jaleel hone bad kal phir waise jate,Negative
ush gori larki puchh maja aaya pela bahut uchhal rhe anadr gya,Negative
very good beautiful vilage,Positive
proud moment,Positive
verry good looking beautiful,Positive
female sonu nigam,Positive
salute your decision go ahead mam here support,Positive
very beautiful noori,Positive
come visit again,Positive
wo log sadhu ban gye tum,Normal
may god guide us,Normal
gaane papa gaate sunte,Negative
wow ' really trap can't stop listening noori rao just amazing,Positive
avinashgupta shi kha hrami tune,Normal
sahi bola baap baap hota,Negative
kala jadun g main ghus gya,Negative
uplod after months,Normal
yeah yeah yeah yeah new father,Negative
best di know path will life changer life has planned something very big keep growing di best,Positive
pakistani cricketer dua allah bharose chal khud khelte nahin,Negative
aree bhai juli bhabhi pta litti bihari food,Normal
goosebumps,Positive
friend told story after had wished see,Normal
tera baap putar,Negative
baap baap hota hata,Negative
patli galisr niklo,Negative
bap,Negative
wa government kyu janta chutya bana rahe jung jeet le rafeal gira diya inko proff sapne social midea jung jeet gaye kyu inka kaat rahe tumhra baap barbari tum sall bhe kar sakte,Negative
class process,Normal
kyu bhangar sakal baap jeet gya tumhara,Negative
dear man want software engineer what can staying class,Normal
nice very unlike dr,Positive
need people like world,Positive
kon kon isaki bahan lena chahta,Negative
goldenage,Normal
video,Normal
really iam connected as brother keep helping us as iam entering into btech new hope,Positive
aap har jgh harte,Negative
pura cemioneon samaj dara huwa because log itna jaldi raang dikhate,Negative
qazi iqram agree,Positive
toh yaar shisha kyu dekhta tu subha subha,Normal
pakistani jada iss liye marne padte,Negative
gifted by arvind kejriwal,Normal
bhai yeh video mahine pahle sach batana,Normal
ibtehaj ali,Normal
hope there no threat his relatives dangai log,Positive
dont recommend ads song,Positive
german rate kitna,Normal
tu sale arun channel par milta yahan,Negative
sakshijha haha,Normal
govt should an idiot spreading nonsense modi ji,Negative
andhbhakts their hired goons can attack kill them why maintaining their privacy,Negative
how take internship microsoft,Normal
coke truly rocks,Positive
kon insta per aaya,Normal
cristina fernandes,Positive
years old song seriously,Positive
what masterpiece yaar regretting discover soo late,Positive
place much like one friend karnal,Normal
end iski sadi hue shakl dekhne aya,Negative
jiyada chiko mat kahi pichhe leak jaye,Negative
after reading story interpretation song,Normal
anyone august,Normal
please let remain,Positive
aya ham sa mila hisar,Normal
sorry say but just uneducated arrogant people no wonder they run around begging bowl country country,Negative
first comment youtube,Positive
wo banda treat dene wala thhaa npak attitude,Negative
jai siyaram jai ma laxmi namastubhe namastubhe dayanide sureshwari haripriya namastubhe namastubhe dayanide jai ma laxmi ma,Positive
darun,Positive
no body talking about performance beautiful lady unique instrument,Normal
noori always amuzing,Positive
jat log kaphi jatiwadi hote,Negative
haan beta pamper change kra match baad lagataar teesri baar din,Negative
kachiye te rakhiye,Positive
wednesday morning,Normal
abe laude humlog wohi kah rahe baap baap hota,Negative
huge contribution music by channa,Positive
whenever listen any song coke any pakistani song,Positive
sysstummmm,Normal
hua bhai,Normal
literally best song,Positive
tumlog lola paklo,Negative
rao too good everyone playing singing just too good,Positive
isliye tumhara army surrender kiya,Negative
pravesh main,Positive
aap offline classes dete,Normal
song tou targoose bump deta,Normal
movement,Normal
its never too late,Positive
battery teri low honi hii thi bache bache nbeta baap baap hota,Negative
toh vahi pe rheta bhag kyo gya shadi karke,Normal
man vs,Normal
cricket jeet nahi paate jung jeetege,Negative
garib dub mar jayega walo mkc,Negative
mere khayal main kuch nahin,Positive
sale cethada udgai,Negative
she splendid noori,Positive
vlog far better than sourabh joshi,Positive
sure will,Normal
microsoft pe internship karne pehle language kiya apne wnd year tak,Normal
mujhe softwaer engineer hona aap best collages bare video karo please dii,Positive
same,Normal
ayse pel chad,Negative
jaishreekrishnajibhagwanji jai shree radhe radhe ji jaishreesudamabhagwanji jai shree ganesh ji maharaj ji jaishree shyambhagwanji jaishree ramjibhagwanji jai barjarg bali maharaj ji jai shree vishnu bhagwanji jai shree vasudevayji namo namahbhagwanji jai shree guru dev ji jai shree mata saraswati mara ji jai shree mata laxmi mata ji jai shree mata durga mata ji jai shree mata sitaji mata ji jai shree mata parvati mata ji har har mahadev ji jai shree jagannath ji maharaj ji jai shree narayan bhagwan ji har har mahadev ji jai shree mata ji vaishno devi mata ji har har mahadev ji,Normal
thank,Positive
beta baap baap hota beta beta hota,Negative
something insane,Positive
kon kon ducky video dekh kr ayya,Positive
has has pet dard gaya,Negative
read more here,Normal
want meet just passed by home,Negative
wanna meet ni,Normal
worth every second life,Positive
fav video frm your channel,Positive
still also live want meet please reply,Normal
great son ever herd,Positive
sunidhi chauhan coke,Positive
gem person connected roots too,Positive
atulmalhotra not holy river only canal flows bro,Normal
moon star,Negative
wow awesome,Positive
dilko bahot sukoon milta bhai nkyunki inka soch bahot bhura hota nyehlog bahot nafrat karte october hanuman mandir gaya hoon bhai keet wajah,Negative
're gem,Positive
coke best,Positive
sandeep mahashwari show pe javo,Normal
goosebumps noori,Positive
oh song years old,Normal
world has many nice things offer,Positive
pak put inside,Negative
aapko bahut bahut mubarakbaad khuda aapko khush rakhe,Positive
love hisar,Positive
dua takat hoti mahent hoti,Negative
keppler talks,Normal
ll stop watching him if does,Positive
melodious,Positive
anyone support too,Positive
proof jhaat bhar backchodi krte rehte raat bhar social media par prof by way hogya,Negative
mam yours big big fan,Positive
touched,Positive
anyone september,Normal
like comment get back masterpiece,Positive
xavier,Normal
beauty opera started,Positive
bahana banao donya beekhawo,Normal
aniruddh singh woahhh mindblown,Positive
best di,Positive
abe phli baar naam dikhaa kyaa jhaat kaa,Negative
last rocket pakistani gar gusa diya varma vag pakistani bachaa tumara bap,Negative
bhap bhap hota beta,Negative
simply superb,Positive
social media platforms,Positive
rao has ability touch depth hearts,Positive
most under rated singer,Positive
apne sahi kaha bacche nbaap baap hota beta beta hota,Negative
song has mesmerizing effect,Positive
feel emotional how much people doing education boom our indian indian will shine more up coming year,Positive
tere bhain nu aalia tere kahin te run out dena,Negative
jeddah way home listening master piece,Positive
both countries,Positive
bap mil gaya naya bala,Negative
exceptional lyrics execution,Positive
kon kon muhhuhmad paigamber mu hagega,Negative
late wala,Normal
[cleansed text]: most undervalued song season,Normal
: these seconds speechless,Positive
its been years since heard song,Normal
gir gaya rafale beta,Negative
now trending youtube,Normal
tumhara munir kaho kaha rafel girate pakistani janta pruf bataye ahe tum logo chutitaya banaya,Negative
best whatever going your future life nwe learnt lot things,Positive
best face dhurv raatheeee,Positive
tumhary baap hm indian ngu kha manty,Negative
