Question,Answer
حقیقت میں وٹامن سی کہاں ملتا ہے؟,پھلوں خاص طور پر مالٹے میں
عام طور پر جوتے صاف رکھنے کیوں؟,اچھی عادت اور لمبی عمر
دوستی کیسے نبھائیں؟,ایمانداری اور احترام سے
اکثر تنقید قبول کرنا کیسا؟,بہتری میں مدد دیتی ہے
عملاً ندی نالے صاف رکھنے کیوں؟,پانی آلودہ نہیں ہوتا
اکثر باقاعدہ چیک اپ کیوں؟,بیماری جلد پہچانی جا سکتی ہے
زیادہ تر پودے گھر میں کیوں؟,ہوا صاف رہتی ہے
زلزلہ کیوں آتا ہے؟,زمین کی تہوں کی حرکت سے
عملاً دوستی کیسے نبھائیں؟,ایمانداری اور احترام سے
حقیقت میں محنت کا نتیجہ؟,کامیابی اور اطمینان
زیادہ تر کچن صاف رکھنے کا فائدہ؟,جراثیم کم ہوتے ہیں
عام طور پر پھل روزانہ کیوں کھائیں؟,وٹامنز اور فائبر ملتے ہیں
زیادہ تر تھرمامیٹر کیا ناپتا ہے؟,درجہ حرارت
عام طور پر خوش اخلاقی کا فائدہ؟,رشتے بہتر ہوتے ہیں
پانی کا فلٹر کیوں؟,صاف پانی کے لیے
حقیقت میں تعلیم کیوں ضروری ہے؟,علم بڑھتا ہے اور مواقع ملتے ہیں
عام طور پر اسپیکر کیا ہے؟,آواز باہر نکالتا ہے
اکثر بالوں کی دیکھ بھال کیسے؟,باقاعدہ دھونا اور صحت مند غذا
حقیقت میں روبوٹ کیا ہے؟,خودکار مشین جو کام انجام دیتی ہے
حقیقت میں قدرتی وسائل کی حفاظت کیوں؟,آنے والی نسلوں کے لیے
اکثر وقت کا انتظام کیسے؟,ترجیحات اور شیڈول سے
زیادہ تر کچرا الگ کیوں کریں؟,ری سائیکلنگ آسان ہوتی ہے
حقیقت میں بچت کرنا کیوں اہم؟,مستقبل کے لیے مددگار
عمومی طور پر کتاب پڑھنے کا فائدہ؟,علم اور تخیل بڑھتا ہے
عمومی طور پر کلاس میں توجہ کیسے؟,فعال شرکت اور نوٹس سے
عمومی طور پر قدرتی کیڑے کنٹرول؟,فائدہ مند کیڑے استعمال کر کے
نیند کیوں لازمی ہے؟,جسم اور دماغ کو آرام ملتا ہے
عام حالات میں موبائل ڈیٹا کیا ہے؟,موبائل نیٹ ورک سے انٹرنیٹ
زیادہ تر پانی کا کیمیائی فارمولا کیا ہے؟,پانی کا کیمیائی فارمولا H2O ہے
حقیقت میں موبائل ڈیٹا کیا ہے؟,موبائل نیٹ ورک سے انٹرنیٹ
زیادہ تر دودھ کے کیا فائدے ہیں؟,ہڈیاں مضبوط بناتا ہے
عمومی طور پر لکھنے کی مشق کیوں؟,خیالات واضح ہوتے ہیں
اکثر کپڑوں کی الماری ترتیب کیوں؟,آسانی اور صفائی
عام طور پر نقشہ خوانی کیوں سیکھیں؟,سمت اور مقام معلوم کرنے کے لیے
عام طور پر سورج کی توانائی کا فائدہ؟,صاف اور لامحدود توانائی
عمومی طور پر گھر میں بجلی کا بل کیسے کم کریں؟,ایل ای ڈی بلب اور احتیاط سے
حقیقت میں چاند پر زندگی ممکن ہے؟,نہیں، چاند پر زندگی ممکن نہیں
عام حالات میں مہمان نوازی کیسے؟,احترام اور خوش اخلاقی سے
عملاً انٹرنیٹ کیا ہے؟,دنیا بھر کے کمپیوٹرز کا نیٹ ورک
حقیقت میں ہاتھ دھونا کیوں ضروری ہے؟,جراثیم ختم ہوتے ہیں
گیس کے چولہے کا خیال؟,لیکس سے بچاؤ اور حفاظت
اکثر فاسٹ فوڈ زیادہ کھانا کیسا ہے؟,صحت کے لیے نقصان دہ ہو سکتا ہے
عمومی طور پر آلودگی کیسے کم کریں؟,عوامی ٹرانسپورٹ اور درخت لگا کر
سورج کس سمت سے نکلتا ہے؟,سورج مشرق سے نکلتا ہے
عام طور پر اساتذہ کا احترام کیوں؟,وہ علم دیتے ہیں
حقیقت میں شمسی توانائی کیوں اچھی؟,صاف اور تجدید پذیر
عمومی طور پر گاڑی کم چلانے کا فائدہ؟,آلودگی کم ہوتی ہے
عمومی طور پر سال کے کتنے موسم؟,چار موسم عام ہیں
حقیقت میں صبر کیوں ضروری؟,بہتر فیصلے ہوتے ہیں
عملاً علم حاصل کرنا کیوں؟,زندگی بہتر بنتی ہے
عام طور پر ہوا میں کون سی گیس زیادہ ہوتی ہے؟,نائٹروجن گیس سب سے زیادہ ہوتی ہے
اکثر گیس کے چولہے کا خیال؟,لیکس سے بچاؤ اور حفاظت
حقیقت میں روشنی کس رفتار سے سفر کرتی ہے؟,روشنی بہت تیز رفتار سے سفر کرتی ہے
عام حالات میں تعلیم کیوں ضروری ہے؟,علم بڑھتا ہے اور مواقع ملتے ہیں
زیادہ تر حسد کا نقصان؟,ذہنی سکون ختم ہوتا ہے
عمومی طور پر پھولوں کی دیکھ بھال کیسے؟,پانی اور مناسب روشنی
زیادہ تر چاند زمین کے گرد کتنی دیر میں چکر لگاتا ہے؟,تقریباً 27 دن میں
ایپ کیا کہلاتا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
عمومی طور پر لائبریری جانے کا فائدہ؟,کتابیں اور پرسکون ماحول
زیادہ تر چاند پر زندگی ممکن ہے؟,نہیں، چاند پر زندگی ممکن نہیں
عام طور پر دروازے کے تالے کیوں؟,حفاظت کے لیے
اسکول کا بیگ ہلکا کیوں رکھیں؟,کمر کے درد سے بچاؤ
عملاً وعدہ پورا کرنا کیوں؟,اعتماد برقرار رہتا ہے
عمومی طور پر ہیڈ فون کیا ہے؟,آواز سننے کا ذاتی آلہ
حقیقت میں کلاؤڈ سٹوریج کیا ہے؟,انٹرنیٹ پر ڈیٹا محفوظ رکھنے کا طریقہ
اکثر مدد کرنے کا فائدہ؟,خوشی اور اچھے رشتے
زیادہ تر لکھائی کی مشق کیوں؟,لکھنے کی صلاحیت بہتر ہوتی ہے
عام طور پر امتحان کی تیاری کیسے؟,باقاعدہ مطالعہ اور مشق
زیادہ تر نقشہ کا استعمال؟,سمت اور مقام بتانے کے لیے
عملاً پانی کیسے بچائیں؟,نل بند رکھ کر اور درست استعمال سے
عمومی طور پر گھڑی کا کام؟,وقت بتانا
زیادہ تر جھوٹ بولنا کیسا؟,برداشت نہیں کرنا چاہیے
حقیقت میں اساتذہ کا احترام کیوں؟,وہ علم دیتے ہیں
حقیقت میں آئرن کی کمی سے کیا ہوتا ہے؟,خون کی کمی ہو سکتی ہے
اکثر سخاوت کا فائدہ؟,خوشی اور برکت ملتی ہے
زیادہ تر ذیابیطس کیا ہے؟,خون میں شکر کی مقدار زیادہ ہونا
آگ کیسے بجھائیں؟,پانی یا ریت سے
عملاً ہوا میں کون سی گیس زیادہ ہوتی ہے؟,نائٹروجن گیس سب سے زیادہ ہوتی ہے
آنکھوں کی حفاظت کس طرح؟,زیادہ سکرین سے پرہیز اور روشنی کا خیال
زیادہ تر گروپ پروجیکٹ کا فائدہ؟,ٹیم ورک اور سیکھنے کا موقع
عام طور پر شکایت کرنے سے بہتر کیا؟,حل تلاش کرنا
دن رات کیسے بنتے ہیں؟,زمین کے گھومنے سے
ٹریفک قوانین کیوں مانیں؟,حادثات کم ہوتے ہیں
حقیقت میں گھڑی کا کام؟,وقت بتانا
عام طور پر ویب سائٹ کیا ہے؟,انٹرنیٹ پر معلومات کا صفحہ
زیادہ تر سرچ انجن کیا کرتا ہے؟,انٹرنیٹ پر معلومات تلاش کرتا ہے
عام طور پر بجلی کا میٹر کیا بتاتا ہے؟,استعمال شدہ یونٹس
عام حالات میں کلاؤڈ سٹوریج کیا ہے؟,انٹرنیٹ پر ڈیٹا محفوظ رکھنے کا طریقہ
ویب سائٹ کسے کہتے ہیں؟,انٹرنیٹ پر معلومات کا صفحہ
اکثر مائیکروفون کیا کرتا ہے؟,آواز ریکارڈ کرتا ہے
عام حالات میں ہفتے کے کتنے دن؟,سات دن
اکثر ہوا میں کون سی گیس زیادہ ہوتی ہے؟,نائٹروجن گیس سب سے زیادہ ہوتی ہے
عام حالات میں امتحان کی تیاری کیسے؟,باقاعدہ مطالعہ اور مشق
قدرتی کیڑے کنٹرول؟,فائدہ مند کیڑے استعمال کر کے
زیادہ تر نل کھلا چھوڑنے کا نقصان؟,پانی ضائع ہوتا ہے
عام طور پر موبائل کا زیادہ استعمال کیسا؟,حد میں رکھنا بہتر ہے
سائنس پڑھنے کا فائدہ؟,دنیا کو سمجھنے میں مدد ملتی ہے
اکثر سورج کی روشنی کی رفتار کیا ہے؟,تقریباً تین لاکھ کلومیٹر فی سیکنڈ
حقیقت میں پڑھائی میں توجہ کیسے؟,پرسکون جگہ اور شیڈول سے
عام طور پر موبائل ڈیٹا کیا ہے؟,موبائل نیٹ ورک سے انٹرنیٹ
عمومی طور پر پودے کو کھاد کیوں؟,نشوونما بہتر ہوتی ہے
عام طور پر گروپ اسٹڈی کا فائدہ؟,ایک دوسرے سے سیکھنے میں مدد
عمومی طور پر کپڑوں کی الماری ترتیب کیوں؟,آسانی اور صفائی
حقیقت میں دروازے کے تالے کیوں؟,حفاظت کے لیے
زیادہ تر موبائل کو چارج کرتے وقت خیال؟,زیادہ گرم نہ ہونے دیں
حقیقت میں انسائیکلوپیڈیا کیا ہے؟,علم کی جامع کتاب
بجلی سے کس طرح بچیں؟,گیلے ہاتھوں سے سوئچ نہ چھویں
عمومی طور پر کیمرہ لینس کیا کرتا ہے؟,روشنی کو فوکس کرتا ہے
عام حالات میں غریبوں کی مدد کیوں؟,انسانیت کا تقاضا
عام طور پر رات کو جلدی سونا کیسا؟,صحت کے لیے اچھا ہے
حقیقت میں وعدہ پورا کرنا کیوں؟,اعتماد برقرار رہتا ہے
زیادہ تر رنگ کیسے نظر آتے ہیں؟,روشنی کی عکاسی سے
زیادہ تر چارجنگ کیا ہے؟,بیٹری میں بجلی بھرنا
زیادہ تر کچرا کہاں ڈالیں؟,مخصوص ڈسٹ بن میں
عمومی طور پر کمپیوٹر کی میموری کیا کرتی ہے؟,ڈیٹا عارضی طور پر محفوظ رکھتی ہے
عمومی طور پر کچن صاف رکھنے کا فائدہ؟,جراثیم کم ہوتے ہیں
اکثر درخت لگانے کا فائدہ؟,آکسیجن اور صاف ماحول
آگ کس طرح بجھائیں؟,پانی یا ریت سے
حقیقت میں بخار آنے پر کیا کریں؟,آرام اور ڈاکٹر سے مشورہ
حقیقت میں تمباکو نوشی کا نقصان؟,کئی بیماریوں کا سبب بنتی ہے
حقیقت میں انٹرنیٹ کیا ہے؟,دنیا بھر کے کمپیوٹرز کا نیٹ ورک
عام طور پر ہوم ورک وقت پر کیوں؟,عادت اور سیکھنے کے لیے
عمومی طور پر مقناطیس کیا کرتا ہے؟,لوہے کو کھینچتا ہے
اکثر سائنسی تجربہ کیا ہے؟,فرضیہ کی جانچ کا طریقہ
حقیقت میں آواز کیسے سفر کرتی ہے؟,ہوا کی لہروں سے
اکثر سوال پوچھنا کیوں اچھا؟,سمجھ بہتر ہوتی ہے
ہوا میں کون سی گیس زیادہ ہوتی ہے؟,نائٹروجن گیس سب سے زیادہ ہوتی ہے
زیادہ تر ڈرون کیا ہے؟,بغیر پائلٹ کے اڑنے والا آلہ
عام طور پر تاریخ پڑھنے کا فائدہ؟,ماضی سے سبق ملتا ہے
عام طور پر پلاسٹک جلانے کا نقصان؟,زہریلی گیسیں نکلتی ہیں
